Institute,Academic Program Name,Category,Gender,Defense,PWD,State,Category_Key,Closing Rank
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electronics and
Telecommunication Engg",OBC,Female-Only,No,No,Maharashtra,LOBCH,34988
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electronics and
Telecommunication Engg",SC,Female-Only,No,No,Maharashtra,LSCH,47231
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electronics and
Telecommunication Engg",ST,Gender-Neutral,No,No,Maharashtra,GSTH,110733
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electronics and
Telecommunication Engg",NT,Female-Only,No,No,Maharashtra,LNT2H,34744
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electronics and
Telecommunication Engg",NT,Gender-Neutral,No,No,Maharashtra,GNT2H,37986
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electronics and
Telecommunication Engg",NT,Gender-Neutral,No,No,Maharashtra,GNT3H,44928
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electronics and
Telecommunication Engg",NT,Female-Only,No,No,Maharashtra,LNT1H,38234
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electronics and
Telecommunication Engg",Open,Gender-Neutral,No,Yes,Maharashtra,PWDOPENH,141925
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon","Electronics and
Telecommunication Engg",VJ,Female-Only,No,No,Maharashtra,LVJH,64594
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENH,64742
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,SC,Gender-Neutral,No,No,Maharashtra,GSCH,98947
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,VJ,Gender-Neutral,No,No,Maharashtra,GVJH,100540
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT1H,69246
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,OBC,Gender-Neutral,No,No,Maharashtra,GOBCH,67860
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,Open,Female-Only,No,No,Maharashtra,LOPENH,66884
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,OBC,Female-Only,No,No,Maharashtra,LOBCH,68338
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,SC,Female-Only,No,No,Maharashtra,LSCH,89462
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,ST,Gender-Neutral,No,No,Maharashtra,GSTH,138364
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT2H,85364
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENS,105134
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,SC,Gender-Neutral,No,No,Maharashtra,GSCS,116887
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,ST,Gender-Neutral,No,No,Maharashtra,GSTS,133472
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,VJ,Gender-Neutral,No,No,Maharashtra,GVJS,132840
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT1S,116766
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT2S,115113
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT3S,140429
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,OBC,Gender-Neutral,No,No,Maharashtra,GOBCS,112401
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,Open,Female-Only,No,No,Maharashtra,LOPENS,92187
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,SC,Female-Only,No,No,Maharashtra,LSCS,105718
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,NT,Female-Only,No,No,Maharashtra,LNT1S,140955
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,NT,Female-Only,No,No,Maharashtra,LNT2S,121156
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,OBC,Female-Only,No,No,Maharashtra,LOBCS,110123
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,,Gender-Neutral,No,No,Maharashtra,TFWS,87450
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,EWS,Gender-Neutral,No,No,Maharashtra,EWS,141259
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Computer Science and
Engineering",Open,Gender-Neutral,No,No,Maharashtra,GOPENS,25863
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Computer Science and
Engineering",SC,Gender-Neutral,No,No,Maharashtra,GSCS,38594
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Computer Science and
Engineering",ST,Gender-Neutral,No,No,Maharashtra,GSTS,95810
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Computer Science and
Engineering",VJ,Gender-Neutral,No,No,Maharashtra,GVJS,42252
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Computer Science and
Engineering",NT,Gender-Neutral,No,No,Maharashtra,GNT1S,41366
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Computer Science and
Engineering",NT,Gender-Neutral,No,No,Maharashtra,GNT2S,35842
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Computer Science and
Engineering",NT,Gender-Neutral,No,No,Maharashtra,GNT3S,39397
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Computer Science and
Engineering",OBC,Gender-Neutral,No,No,Maharashtra,GOBCS,27487
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Computer Science and
Engineering",Open,Female-Only,No,No,Maharashtra,LOPENS,25067
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Computer Science and
Engineering",SC,Female-Only,No,No,Maharashtra,LSCS,34832
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Computer Science and
Engineering",ST,Female-Only,No,No,Maharashtra,LSTS,61400
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Computer Science and
Engineering",VJ,Female-Only,No,No,Maharashtra,LVJS,62547
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Computer Science and
Engineering",NT,Female-Only,No,No,Maharashtra,LNT2S,31341
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Computer Science and
Engineering",NT,Female-Only,No,No,Maharashtra,LNT3S,55520
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Computer Science and
Engineering",OBC,Female-Only,No,No,Maharashtra,LOBCS,25888
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Computer Science and
Engineering",Open,Gender-Neutral,No,Yes,Maharashtra,PWDOPENS,119182
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Computer Science and
Engineering",Open,Gender-Neutral,Yes,No,Maharashtra,DEFOPENS,71062
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Computer Science and
Engineering",,Gender-Neutral,No,No,Maharashtra,TFWS,15418
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Computer Science and
Engineering",OBC,Gender-Neutral,No,Yes,Maharashtra,"PWDROBC
S",121044
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Computer Science and
Engineering",OBC,Gender-Neutral,No,Yes,Maharashtra,PWDOBCS,130332
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Computer Science and
Engineering",OBC,Gender-Neutral,Yes,No,Maharashtra,DEFOBCS,106503
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,Open,Gender-Neutral,No,No,Maharashtra,GOPENS,33095
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,SC,Gender-Neutral,No,No,Maharashtra,GSCS,45660
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,ST,Gender-Neutral,No,No,Maharashtra,GSTS,113853
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,VJ,Gender-Neutral,No,No,Maharashtra,GVJS,53316
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,NT,Gender-Neutral,No,No,Maharashtra,GNT1S,42594
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,NT,Gender-Neutral,No,No,Maharashtra,GNT2S,55947
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,NT,Gender-Neutral,No,No,Maharashtra,GNT3S,51725
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,OBC,Gender-Neutral,No,No,Maharashtra,GOBCS,34537
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,Open,Female-Only,No,No,Maharashtra,LOPENS,32848
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,SC,Female-Only,No,No,Maharashtra,LSCS,44643
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,VJ,Female-Only,No,No,Maharashtra,LVJS,65144
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,NT,Female-Only,No,No,Maharashtra,LNT1S,42442
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,NT,Female-Only,No,No,Maharashtra,LNT2S,60217
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,OBC,Female-Only,No,No,Maharashtra,LOBCS,33199
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,Open,Gender-Neutral,No,Yes,Maharashtra,PWDOPENS,143032
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,Open,Gender-Neutral,Yes,No,Maharashtra,DEFOPENS,88346
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,,Gender-Neutral,No,No,Maharashtra,TFWS,20017
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,EWS,Gender-Neutral,No,No,Maharashtra,EWS,54994
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,SC,Gender-Neutral,Yes,No,Maharashtra,DEFRSCS,112082
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Artificial Intelligence (AI)
and Data Science",Open,Gender-Neutral,No,No,Maharashtra,GOPENS,40000
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Artificial Intelligence (AI)
and Data Science",SC,Gender-Neutral,No,No,Maharashtra,GSCS,52262
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Artificial Intelligence (AI)
and Data Science",ST,Gender-Neutral,No,No,Maharashtra,GSTS,135336
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Artificial Intelligence (AI)
and Data Science",NT,Gender-Neutral,No,No,Maharashtra,GNT1S,62125
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Artificial Intelligence (AI)
and Data Science",NT,Gender-Neutral,No,No,Maharashtra,GNT2S,59756
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Artificial Intelligence (AI)
and Data Science",NT,Gender-Neutral,No,No,Maharashtra,GNT3S,65443
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Artificial Intelligence (AI)
and Data Science",OBC,Gender-Neutral,No,No,Maharashtra,GOBCS,42211
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Artificial Intelligence (AI)
and Data Science",Open,Female-Only,No,No,Maharashtra,LOPENS,40701
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Artificial Intelligence (AI)
and Data Science",SC,Female-Only,No,No,Maharashtra,LSCS,48836
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Artificial Intelligence (AI)
and Data Science",ST,Female-Only,No,No,Maharashtra,LSTS,97056
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Artificial Intelligence (AI)
and Data Science",VJ,Female-Only,No,No,Maharashtra,LVJS,66748
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Artificial Intelligence (AI)
and Data Science",OBC,Female-Only,No,No,Maharashtra,LOBCS,41769
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Artificial Intelligence (AI)
and Data Science",,Gender-Neutral,No,No,Maharashtra,TFWS,27461
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Artificial Intelligence (AI)
and Data Science",EWS,Gender-Neutral,No,No,Maharashtra,EWS,62026
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,Open,Gender-Neutral,No,No,Maharashtra,GOPENS,73046
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,SC,Gender-Neutral,No,No,Maharashtra,GSCS,93017
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,VJ,Gender-Neutral,No,No,Maharashtra,GVJS,121543
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,NT,Gender-Neutral,No,No,Maharashtra,GNT2S,81848
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,OBC,Gender-Neutral,No,No,Maharashtra,GOBCS,77679
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,Open,Female-Only,No,No,Maharashtra,LOPENS,64104
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,SC,Female-Only,No,No,Maharashtra,LSCS,78957
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,OBC,Female-Only,No,No,Maharashtra,LOBCS,77480
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,,Gender-Neutral,No,No,Maharashtra,TFWS,50452
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,EWS,Gender-Neutral,No,No,Maharashtra,EWS,92845
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Electronics and
Telecommunication Engg",Open,Gender-Neutral,No,No,Maharashtra,GOPENS,51559
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Electronics and
Telecommunication Engg",SC,Gender-Neutral,No,No,Maharashtra,GSCS,72749
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Electronics and
Telecommunication Engg",VJ,Gender-Neutral,No,No,Maharashtra,GVJS,73632
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Electronics and
Telecommunication Engg",NT,Gender-Neutral,No,No,Maharashtra,GNT1S,56966
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Electronics and
Telecommunication Engg",NT,Gender-Neutral,No,No,Maharashtra,GNT2S,70744
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Electronics and
Telecommunication Engg",NT,Gender-Neutral,No,No,Maharashtra,GNT3S,100056
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Electronics and
Telecommunication Engg",OBC,Gender-Neutral,No,No,Maharashtra,GOBCS,53570
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Electronics and
Telecommunication Engg",Open,Female-Only,No,No,Maharashtra,LOPENS,47654
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Electronics and
Telecommunication Engg",SC,Female-Only,No,No,Maharashtra,LSCS,68293
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Electronics and
Telecommunication Engg",VJ,Female-Only,No,No,Maharashtra,LVJS,107273
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Electronics and
Telecommunication Engg",NT,Female-Only,No,No,Maharashtra,LNT2S,65236
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Electronics and
Telecommunication Engg",OBC,Female-Only,No,No,Maharashtra,LOBCS,52267
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Electronics and
Telecommunication Engg",,Gender-Neutral,No,No,Maharashtra,TFWS,34982
"Prof. Ram Meghe Institute of Technology & Research, Amravati","Electronics and
Telecommunication Engg",EWS,Gender-Neutral,No,No,Maharashtra,EWS,78484
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,Open,Gender-Neutral,No,No,Maharashtra,GOPENS,101231
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,SC,Gender-Neutral,No,No,Maharashtra,GSCS,121193
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,VJ,Gender-Neutral,No,No,Maharashtra,GVJS,118778
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT1S,140985
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,NT,Gender-Neutral,No,No,Maharashtra,GNT2S,135446
